target_type,target_id,risk_score,intelligence_confidence,investigation_priority,trade_score,route_score,entity_score,linguistic_score,animal_score,cross_evidence_alignment,evidence_stream_count,evidence_streams,supporting_incidents,supporting_routes,supporting_actors,explanation
ACTOR,ACT-34C1CDB5,21.84,68.44,LOW,16.48,21.87,18.31,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-F1B64D6B|INC-9C66862F,RTE-EA4FA88B|RTE-15AFBAC8,ACT-34C1CDB5,
INCIDENT,INC-87E0247E,21.81,63.62,LOW,12.76,26.0,24.16,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-87E0247E,RTE-674B55E3,ACT-F20CA79B,
INCIDENT,INC-0F37ED1D,21.75,64.7,LOW,26.38,17.43,15.32,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-0F37ED1D,RTE-D769322C,ACT-1D7B2448,
ACTOR,ACT-F702EB53,21.62,40.49,LOW,34.77,35.12,4.32,0.0,0.0,5.0,2,TRADE|ROUTE,INC-A03A3F0C|INC-6FDD3514|INC-910E86C3,RTE-4B8AC9E4|RTE-F2391A9E|RTE-5CFE009F,ACT-F702EB53,
INCIDENT,INC-F9BF0F1F,21.54,63.85,LOW,12.76,25.72,22.8,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F9BF0F1F,RTE-D5B7DEF5,ACT-451B57E0,
INCIDENT,INC-515699A6,21.52,43.07,LOW,32.76,31.12,7.03,0.0,0.0,15.0,2,TRADE|ROUTE,INC-515699A6,RTE-BE75B5F4,ACT-1D992B5E,
ACTOR,ACT-0137B6D6,21.51,39.92,LOW,30.09,39.36,4.32,0.0,0.0,5.0,2,TRADE|ROUTE,INC-63DF534D|INC-B640A155,RTE-DD5236CF|RTE-05837773,ACT-0137B6D6,
INCIDENT,INC-E8023570,21.33,42.58,LOW,33.45,29.99,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-E8023570,RTE-8F0A4EBD,ACT-40058B0F,
INCIDENT,INC-15FBD001,21.33,34.0,LOW,46.38,19.65,2.16,0.0,0.0,15.0,2,TRADE|ROUTE,INC-15FBD001,RTE-A9A64DEE,ACT-DB3AAE2B,
ROUTE,RTE-E316C151,21.31,66.22,LOW,13.53,21.87,19.71,0.0,0.0,25.0,3,TRADE|ROUTE|ENTITY,INC-A1D80761|INC-B5390996|INC-71BCD2C8,RTE-E316C151,ACT-B49444A6|ACT-001930AF|ACT-01EA26A9,
ACTOR,ACT-4DBAB638,21.22,14.0,LOW,6.38,68.6,6.49,0.0,0.0,15.0,1,ROUTE,INC-1E7A6C43|INC-6FD8D1E2,RTE-FDDFEF85|RTE-32F0E94F,ACT-4DBAB638,
INCIDENT,INC-5F1EE080,20.95,41.18,LOW,30.69,7.6,45.88,0.0,0.0,15.0,2,TRADE|ENTITY,INC-5F1EE080,RTE-83C30583,ACT-F70E04EC,
ACTOR,ACT-4A810E54,20.92,66.97,LOW,15.0,22.81,19.8,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A50D090A,RTE-6502C0EF,ACT-4A810E54,
INCIDENT,INC-DF24931D,20.67,63.34,LOW,12.07,25.31,18.81,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-DF24931D,RTE-526A517F,ACT-F134FC9B,
INCIDENT,INC-4E39810E,20.61,41.3,LOW,32.76,28.75,4.86,0.0,0.0,15.0,2,TRADE|ROUTE,INC-4E39810E,RTE-4424DBF1,ACT-CA6408EB,
INCIDENT,INC-0B663344,20.61,64.15,LOW,12.07,22.81,22.61,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-0B663344,RTE-837DA83F,ACT-B1A0AF66,
INCIDENT,INC-BF08DBB6,20.6,63.4,LOW,12.76,25.44,16.98,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-BF08DBB6,RTE-5CFE009F,ACT-802FEC44,
INCIDENT,INC-FD151C94,20.49,40.72,LOW,30.69,5.38,39.85,0.0,0.0,25.0,2,TRADE|ENTITY,INC-FD151C94,RTE-68716855,ACT-EBD0B65D,
INCIDENT,INC-A6C53A45,20.42,34.76,LOW,20.69,5.38,55.99,0.0,0.0,25.0,2,TRADE|ENTITY,INC-A6C53A45,RTE-CB7E8B4C,ACT-DUP-0002,
INCIDENT,INC-B9EF0A14,20.4,39.66,LOW,30.69,5.38,45.88,0.0,0.0,15.0,2,TRADE|ENTITY,INC-B9EF0A14,RTE-7C3E668E,ACT-F70E04EC,
INCIDENT,INC-5F2253A2,20.39,64.42,LOW,12.07,22.81,21.12,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-5F2253A2,RTE-15E430E6,ACT-C246476B,
INCIDENT,INC-43B2CB9A,20.24,39.72,LOW,27.76,33.27,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-43B2CB9A,RTE-12678A58,ACT-525CFB31,
INCIDENT,INC-15999B13,20.19,44.9,LOW,31.38,21.87,9.19,0.0,0.0,25.0,2,TRADE|ROUTE,INC-15999B13,RTE-842CC51F,ACT-480A6546,
INCIDENT,INC-4CF654A6,20.05,38.65,LOW,33.45,27.46,2.16,0.0,0.0,15.0,2,TRADE|ROUTE,INC-4CF654A6,RTE-EF6F0110,ACT-4B53C901,
INCIDENT,INC-5A1F8BFD,19.95,39.12,LOW,27.76,28.75,2.16,0.0,0.0,25.0,2,TRADE|ROUTE,INC-5A1F8BFD,RTE-4424DBF1,ACT-D4295B58,
ACTOR,ACT-ADF3339E,19.85,39.78,LOW,33.47,30.0,3.24,0.0,0.0,5.0,2,TRADE|ROUTE,INC-5BEA51F2|INC-2992C5A5|INC-0D75271F,RTE-657F736F|RTE-01273A62|RTE-A6BAB08D,ACT-ADF3339E,
ACTOR,ACT-A9210483,19.82,56.29,LOW,0.0,36.63,41.05,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-C331EBE5,RTE-C3C4BB2E,ACT-A9210483,
INCIDENT,INC-9C8F005B,19.76,64.37,LOW,12.07,22.81,16.94,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-9C8F005B,RTE-6502C0EF,ACT-F513E9F2,
INCIDENT,INC-A03A3F0C,19.7,40.65,LOW,32.76,25.44,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-A03A3F0C,RTE-5CFE009F,ACT-F702EB53,
INCIDENT,INC-D24AB0E3,19.68,39.67,LOW,32.76,26.0,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-D24AB0E3,RTE-674B55E3,ACT-C48421F9,
INCIDENT,INC-2826EA19,19.65,64.2,LOW,12.07,22.81,16.17,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-2826EA19,RTE-BEF74FCD,ACT-7187AEBF,
ROUTE,RTE-5A7B190F,19.58,28.0,LOW,10.93,7.6,2.97,60.0,0.0,25.0,2,TRADE|LINGUISTIC,INC-512A9B14|INC-13B7BC4E,RTE-5A7B190F,ACT-D4295B58|ACT-99F0286C,
INCIDENT,INC-6F249708,19.4,31.55,LOW,40.69,14.27,1.08,0.0,0.0,25.0,2,TRADE|ROUTE,INC-6F249708,RTE-9EC78713,ACT-01EA26A9,
ACTOR,ACT-C48421F9,19.34,39.91,LOW,26.12,31.31,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-D24AB0E3|INC-55173AC1,RTE-837DA83F|RTE-674B55E3,ACT-C48421F9,
INCIDENT,INC-255C0F50,19.32,64.28,LOW,11.38,21.87,16.68,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-255C0F50,RTE-BFA90C2B,ACT-8AF11CFA,
INCIDENT,INC-05AA8387,19.29,63.27,LOW,11.38,17.43,23.9,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-05AA8387,RTE-D769322C,ACT-2D0BDD94,
ACTOR,ACT-99F0286C,19.14,36.35,LOW,17.4,38.88,3.78,0.0,0.0,15.0,2,TRADE|ROUTE,INC-C1488574|INC-512A9B14,RTE-5A7B190F|RTE-22651175,ACT-99F0286C,
INCIDENT,INC-1E296D61,19.13,41.34,LOW,28.45,27.46,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-1E296D61,RTE-EF6F0110,ACT-28E1066F,
INCIDENT,INC-F1B64D6B,19.0,65.39,LOW,11.38,19.65,18.31,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-F1B64D6B,RTE-EA4FA88B,ACT-34C1CDB5,
ACTOR,ACT-1D7B2448,18.91,69.97,LOW,15.0,17.43,15.32,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-0F37ED1D,RTE-D769322C,ACT-1D7B2448,
INCIDENT,INC-910E86C3,18.87,40.47,LOW,32.07,22.81,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-910E86C3,RTE-F2391A9E,ACT-F702EB53,
INCIDENT,INC-5ECD4F9B,18.79,42.55,LOW,31.38,21.87,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-5ECD4F9B,RTE-BFA90C2B,ACT-40058B0F,
INCIDENT,INC-F8517BB9,18.77,43.63,LOW,27.76,25.44,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-F8517BB9,RTE-5CFE009F,ACT-8D60BEB9,
INCIDENT,INC-2992C5A5,18.71,39.39,LOW,32.07,22.81,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-2992C5A5,RTE-A6BAB08D,ACT-ADF3339E,
INCIDENT,INC-82D04226,18.54,65.85,LOW,11.38,17.43,18.92,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-82D04226,RTE-3BE0D749,ACT-2AF63B3F,
INCIDENT,INC-42FE4868,18.54,38.28,LOW,32.07,22.81,2.16,0.0,0.0,15.0,2,TRADE|ROUTE,INC-42FE4868,RTE-B4DC47C9,ACT-DB3AAE2B,
INCIDENT,INC-6FDD3514,18.46,40.48,LOW,31.38,21.87,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-6FDD3514,RTE-4B8AC9E4,ACT-F702EB53,
INCIDENT,INC-A5B18D16,18.42,43.1,LOW,20.0,0.0,59.49,0.0,0.0,15.0,2,TRADE|ENTITY,INC-A5B18D16,RTE-B4CA579B,ACT-DUP-0006,
ACTOR,ACT-A647D8DE,18.35,38.34,LOW,19.14,30.62,2.7,0.0,0.0,25.0,2,TRADE|ROUTE,INC-728F0959|INC-D6C72864,RTE-4424DBF1|RTE-5B12885C,ACT-A647D8DE,
INCIDENT,INC-C1488574,18.26,35.35,LOW,14.83,37.95,3.78,0.0,0.0,15.0,2,TRADE|ROUTE,INC-C1488574,RTE-22651175,ACT-99F0286C,
INCIDENT,INC-A23E05D2,18.24,66.6,LOW,11.38,17.43,16.94,0.0,0.0,15.0,3,TRADE|ROUTE|ENTITY,INC-A23E05D2,RTE-3BE0D749,ACT-F513E9F2,
ACTOR,ACT-BDA5B9AD,18.22,34.92,LOW,15.0,37.95,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-00274222,RTE-22651175,ACT-BDA5B9AD,
INCIDENT,INC-66FE58C2,18.12,43.2,LOW,25.69,7.6,8.65,20.0,0.0,25.0,2,TRADE|LINGUISTIC,INC-66FE58C2,RTE-83C30583,ACT-95A4317F,
ACTOR,ACT-01EA26A9,17.99,37.97,LOW,26.51,22.81,1.08,0.0,0.0,25.0,2,TRADE|ROUTE,INC-6F249708|INC-71BCD2C8,RTE-E316C151|RTE-9EC78713,ACT-01EA26A9,
INCIDENT,INC-CD369185,17.75,42.05,LOW,30.69,5.38,28.21,0.0,0.0,15.0,2,TRADE|ENTITY,INC-CD369185,RTE-7C3E668E,ACT-D404B1E6,
INCIDENT,INC-63DF534D,17.62,41.61,LOW,27.07,22.81,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-63DF534D,RTE-DD5236CF,ACT-0137B6D6,
INCIDENT,INC-7A465F5A,17.45,46.26,LOW,21.38,21.87,7.57,0.0,0.0,25.0,2,TRADE|ROUTE,INC-7A465F5A,RTE-E5F5E120,ACT-6890BAC6,
INCIDENT,INC-BFB5BBA3,17.34,35.82,LOW,31.38,19.65,0.54,0.0,0.0,15.0,2,TRADE|ROUTE,INC-BFB5BBA3,RTE-A9A64DEE,ACT-1B6D6C5C,
INCIDENT,INC-E2003313,17.21,38.55,LOW,27.07,22.81,1.62,0.0,0.0,15.0,2,TRADE|ROUTE,INC-E2003313,RTE-837DA83F,ACT-93684B5D,
INCIDENT,INC-B640A155,17.19,36.81,LOW,14.14,34.04,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-B640A155,RTE-05837773,ACT-0137B6D6,
ACTOR,ACT-D4295B58,17.19,38.86,LOW,23.77,29.69,2.16,0.0,0.0,5.0,2,TRADE|ROUTE,INC-13B7BC4E|INC-5A1F8BFD,RTE-5A7B190F|RTE-4424DBF1,ACT-D4295B58,
INCIDENT,INC-C431ADBC,17.06,43.42,LOW,30.69,7.6,19.94,0.0,0.0,15.0,2,TRADE|ENTITY,INC-C431ADBC,RTE-857F6451,ACT-EB994163,
INCIDENT,INC-B8872C0C,16.96,42.57,LOW,21.38,21.87,4.32,0.0,0.0,25.0,2,TRADE|ROUTE,INC-B8872C0C,RTE-E5F5E120,ACT-A9F1176D,
ACTOR,ACT-2DA4F2E3,16.85,53.65,LOW,0.0,27.4,36.68,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-8FBA0CAB,RTE-F534A60F,ACT-2DA4F2E3,
ACTOR,ACT-6AB623B4,16.78,20.11,LOW,0.0,57.25,6.49,0.0,0.0,15.0,1,ROUTE,INC-BFF12B37,RTE-5A090E6C,ACT-6AB623B4,
ACTOR,ACT-28E1066F,16.37,36.11,LOW,13.65,35.22,4.32,0.0,0.0,5.0,2,TRADE|ROUTE,INC-1E296D61|INC-1CDD4560,RTE-4424DBF1|RTE-EF6F0110,ACT-28E1066F,
ROUTE,RTE-15AFBAC8,16.25,42.03,LOW,0.0,0.0,18.31,60.0,0.0,15.0,2,ENTITY|LINGUISTIC,INC-9C66862F,RTE-15AFBAC8,ACT-34C1CDB5,
ACTOR,ACT-20D0E245,16.01,50.19,LOW,0.0,34.04,19.97,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-60A75744,RTE-05837773,ACT-20D0E245,
ACTOR,ACT-93684B5D,15.75,38.14,LOW,16.27,23.75,1.62,0.0,0.0,25.0,2,TRADE|ROUTE,INC-E2003313|INC-C080047C,RTE-837DA83F|RTE-CB7E8B4C,ACT-93684B5D,
INCIDENT,INC-1CDD4560,15.53,38.11,LOW,12.76,28.75,4.32,0.0,0.0,15.0,2,TRADE|ROUTE,INC-1CDD4560,RTE-4424DBF1,ACT-28E1066F,
INCIDENT,INC-728F0959,15.28,36.17,LOW,12.76,28.75,2.7,0.0,0.0,15.0,2,TRADE|ROUTE,INC-728F0959,RTE-4424DBF1,ACT-A647D8DE,
ACTOR,ACT-DB3AAE2B,15.07,39.39,LOW,20.28,24.69,2.16,0.0,0.0,5.0,2,TRADE|ROUTE,INC-42FE4868|INC-15FBD001,RTE-B4DC47C9|RTE-A9A64DEE,ACT-DB3AAE2B,
INCIDENT,INC-0BE00279,15.05,36.38,LOW,13.45,27.46,2.16,0.0,0.0,15.0,2,TRADE|ROUTE,INC-0BE00279,RTE-EF6F0110,ACT-D2CB78D6,
ACTOR,ACT-71CD333C,14.99,56.19,LOW,0.0,27.4,24.29,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-075D65FD,RTE-F534A60F,ACT-71CD333C,
INCIDENT,INC-AF82125B,14.7,21.91,LOW,35.69,7.6,9.19,0.0,0.0,25.0,1,TRADE,INC-AF82125B,RTE-C146AD8A,ACT-480A6546,
ACTOR,ACT-F20CA79B,14.62,56.9,LOW,0.0,26.0,24.16,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-87E0247E,RTE-674B55E3,ACT-F20CA79B,
ACTOR,ACT-74B10513,14.56,49.79,LOW,0.0,29.99,17.1,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-FE1AB35A,RTE-8F0A4EBD,ACT-74B10513,
INCIDENT,INC-6FD8D1E2,14.41,41.92,LOW,11.38,24.37,6.49,0.0,0.0,15.0,2,TRADE|ROUTE,INC-6FD8D1E2,RTE-FDDFEF85,ACT-4DBAB638,
INCIDENT,INC-0CED375A,14.38,35.8,LOW,12.07,22.81,1.08,0.0,0.0,25.0,2,TRADE|ROUTE,INC-0CED375A,RTE-6502C0EF,ACT-020A968E,
INCIDENT,INC-741D3958,14.16,47.86,LOW,15.69,7.6,18.92,0.0,0.0,25.0,2,TRADE|ENTITY,INC-741D3958,RTE-C146AD8A,ACT-2AF63B3F,
INCIDENT,INC-8F5F24D4,14.1,36.3,LOW,12.76,24.69,1.62,0.0,0.0,15.0,2,TRADE|ROUTE,INC-8F5F24D4,RTE-01273A62,ACT-76F7BDE8,
INCIDENT,INC-503191E9,14.01,34.82,LOW,12.07,25.31,1.08,0.0,0.0,15.0,2,TRADE|ROUTE,INC-503191E9,RTE-EFEFC83E,ACT-2BB3216C,
INCIDENT,INC-55173AC1,13.71,39.11,LOW,12.07,22.81,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-55173AC1,RTE-837DA83F,ACT-C48421F9,
INCIDENT,INC-5ED074E5,13.71,39.11,LOW,12.07,22.81,3.24,0.0,0.0,15.0,2,TRADE|ROUTE,INC-5ED074E5,RTE-6502C0EF,ACT-525CFB31,
ACTOR,ACT-F134FC9B,13.65,53.58,LOW,0.0,25.31,18.81,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-DF24931D,RTE-526A517F,ACT-F134FC9B,
ACTOR,ACT-6C6CC66E,13.39,51.37,LOW,0.0,25.72,16.41,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-4832DCE1,RTE-D5B7DEF5,ACT-6C6CC66E,
INCIDENT,INC-023A4B6B,13.37,18.15,LOW,35.69,9.83,3.24,0.0,0.0,15.0,1,TRADE,INC-023A4B6B,RTE-367D804C,ACT-A05EB96B,
ACTOR,ACT-C246476B,13.37,56.85,LOW,0.0,22.81,21.12,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-5F2253A2,RTE-15E430E6,ACT-C246476B,
INCIDENT,INC-D6C72864,13.22,38.38,LOW,11.38,21.87,2.7,0.0,0.0,15.0,2,TRADE|ROUTE,INC-D6C72864,RTE-5B12885C,ACT-A647D8DE,
INCIDENT,INC-71BCD2C8,12.98,35.75,LOW,11.38,21.87,1.08,0.0,0.0,15.0,2,TRADE|ROUTE,INC-71BCD2C8,RTE-E316C151,ACT-01EA26A9,
INCIDENT,INC-C462BE8D,12.89,34.8,LOW,11.38,21.87,0.54,0.0,0.0,15.0,2,TRADE|ROUTE,INC-C462BE8D,RTE-4B8AC9E4,ACT-6E321CE4,
INCIDENT,INC-10F98BB7,12.75,38.18,LOW,10.69,5.38,28.19,0.0,0.0,15.0,2,TRADE|ENTITY,INC-10F98BB7,RTE-A842284A,ACT-F73F1F34,
ACTOR,ACT-7187AEBF,12.63,52.89,LOW,0.0,22.81,16.17,0.0,0.0,15.0,2,ROUTE|ENTITY,INC-2826EA19,RTE-BEF74FCD,ACT-7187AEBF,
INCIDENT,INC-E1E1AE41,12.62,48.05,LOW,10.69,7.6,16.98,0.0,0.0,25.0,2,TRADE|ENTITY,INC-E1E1AE41,RTE-378A7DE2,ACT-802FEC44,
INCIDENT,INC-9E823210,11.78,36.57,LOW,11.38,17.43,0.54,0.0,0.0,15.0,2,TRADE|ROUTE,INC-9E823210,RTE-3BE0D749,ACT-DBBBE5BC,
ROUTE,RTE-657F736F,11.54,14.0,LOW,0.0,2.22,3.24,60.0,0.0,15.0,1,LINGUISTIC,INC-5BEA51F2,RTE-657F736F,ACT-ADF3339E,
INCIDENT,INC-E68D0BDF,10.74,14.0,LOW,0.69,9.83,44.07,0.0,0.0,15.0,1,ENTITY,INC-E68D0BDF,RTE-367D804C,ACT-0E08ABDD,
INCIDENT,INC-CE3FC3E6,9.27,24.39,LOW,25.69,5.38,0.0,0.0,0.0,15.0,1,TRADE,INC-CE3FC3E6,RTE-A842284A,ACT-7A15D23A,
ROUTE,RTE-B7844562,9.0,29.0,LOW,0.0,0.0,0.0,60.0,0.0,0.0,1,LINGUISTIC,,RTE-B7844562,,
ACTOR,ACT-4B53C901,8.69,18.38,LOW,0.0,27.46,2.16,0.0,0.0,15.0,1,ROUTE,INC-4CF654A6,RTE-EF6F0110,ACT-4B53C901,
ACTOR,ACT-D2CB78D6,8.69,18.38,LOW,0.0,27.46,2.16,0.0,0.0,15.0,1,ROUTE,INC-0BE00279,RTE-EF6F0110,ACT-D2CB78D6,
ACTOR,ACT-020A968E,8.37,16.71,LOW,0.0,22.81,1.08,0.0,0.0,25.0,1,ROUTE,INC-0CED375A,RTE-6502C0EF,ACT-020A968E,
ACTOR,ACT-2BB3216C,7.99,16.46,LOW,0.0,25.31,1.08,0.0,0.0,15.0,1,ROUTE,INC-503191E9,RTE-EFEFC83E,ACT-2BB3216C,
ACTOR,ACT-76F7BDE8,7.91,17.7,LOW,0.0,24.69,1.62,0.0,0.0,15.0,1,ROUTE,INC-8F5F24D4,RTE-01273A62,ACT-76F7BDE8,
INCIDENT,INC-5BEA51F2,7.54,15.19,LOW,20.0,2.22,3.24,0.0,0.0,15.0,1,TRADE,INC-5BEA51F2,RTE-657F736F,ACT-ADF3339E,
ACTOR,ACT-6E321CE4,7.05,15.45,LOW,0.0,21.87,0.54,0.0,0.0,15.0,1,ROUTE,INC-C462BE8D,RTE-4B8AC9E4,ACT-6E321CE4,
INCIDENT,INC-512A9B14,6.64,32.49,LOW,10.69,7.6,3.78,0.0,0.0,15.0,1,TRADE,INC-512A9B14,RTE-5A7B190F,ACT-99F0286C,
ACTOR,ACT-7A15D23A,6.6,29.84,LOW,15.0,5.38,0.0,0.0,0.0,15.0,1,TRADE,INC-CE3FC3E6,RTE-A842284A,ACT-7A15D23A,
ACTOR,ACT-1B6D6C5C,6.49,15.61,LOW,0.0,19.65,0.54,0.0,0.0,15.0,1,ROUTE,INC-BFB5BBA3,RTE-A9A64DEE,ACT-1B6D6C5C,
INCIDENT,INC-13B7BC4E,6.4,28.49,LOW,10.69,7.6,2.16,0.0,0.0,15.0,1,TRADE,INC-13B7BC4E,RTE-5A7B190F,ACT-D4295B58,
ACTOR,ACT-DBBBE5BC,5.94,15.8,LOW,0.0,17.43,0.54,0.0,0.0,15.0,1,ROUTE,INC-9E823210,RTE-3BE0D749,ACT-DBBBE5BC,
INCIDENT,INC-1C5B91BF,5.52,34.09,LOW,10.69,5.38,0.0,0.0,0.0,15.0,1,TRADE,INC-1C5B91BF,RTE-68716855,ACT-4C5661F3,
INCIDENT,INC-9C66862F,4.25,29.0,LOW,0.0,0.0,18.31,0.0,0.0,15.0,1,ENTITY,INC-9C66862F,RTE-15AFBAC8,ACT-34C1CDB5,
INCIDENT,INC-C080047C,3.26,6.27,LOW,0.69,5.38,1.62,0.0,0.0,15.0,0,,INC-C080047C,RTE-CB7E8B4C,ACT-93684B5D,
ACTOR,ACT-3EC2CAB2,3.2,29.0,LOW,0.0,0.0,21.34,0.0,0.0,0.0,1,ENTITY,,,ACT-3EC2CAB2,
ACTOR,ACT-8A3A138F,3.04,29.0,LOW,0.0,0.0,20.28,0.0,0.0,0.0,1,ENTITY,,,ACT-8A3A138F,
ACTOR,ACT-3B25DA0A,3.0,29.0,LOW,0.0,0.0,19.99,0.0,0.0,0.0,1,ENTITY,,,ACT-3B25DA0A,
ACTOR,ACT-4C5661F3,2.85,15.0,LOW,0.0,5.38,0.0,0.0,0.0,15.0,0,,INC-1C5B91BF,RTE-68716855,ACT-4C5661F3,
ACTOR,ACT-FDE9DAFE,2.62,29.0,LOW,0.0,0.0,17.49,0.0,0.0,0.0,1,ENTITY,,,ACT-FDE9DAFE,
ACTOR,ACT-CAA8911E,2.37,29.0,LOW,0.0,0.0,15.81,0.0,0.0,0.0,1,ENTITY,,,ACT-CAA8911E,
ACTOR,ACT-D4BFC62A,2.27,29.0,LOW,0.0,0.0,15.14,0.0,0.0,0.0,1,ENTITY,,,ACT-D4BFC62A,
ACTOR,ACT-0270A250,2.27,29.0,LOW,0.0,0.0,15.15,0.0,0.0,0.0,1,ENTITY,,,ACT-0270A250,
ACTOR,ACT-9A97A853,2.22,29.0,LOW,0.0,0.0,14.82,0.0,0.0,0.0,1,ENTITY,,,ACT-9A97A853,
ACTOR,ACT-B62E0FB9,2.2,29.0,LOW,0.0,0.0,14.64,0.0,0.0,0.0,1,ENTITY,,,ACT-B62E0FB9,
ACTOR,ACT-3FD962A7,2.18,29.0,LOW,0.0,0.0,14.51,0.0,0.0,0.0,1,ENTITY,,,ACT-3FD962A7,
ACTOR,ACT-BEF7869A,2.17,29.0,LOW,0.0,0.0,14.5,0.0,0.0,0.0,1,ENTITY,,,ACT-BEF7869A,
ACTOR,ACT-F0092B27,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-F0092B27,
ACTOR,ACT-A8B80500,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-A8B80500,
ACTOR,ACT-F8FB00AA,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-F8FB00AA,
ACTOR,ACT-024E3B6A,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-024E3B6A,
ACTOR,ACT-9FA63766,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-9FA63766,
ACTOR,ACT-8F24BB27,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-8F24BB27,
ACTOR,ACT-C8A0BC45,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-C8A0BC45,
ACTOR,ACT-0DD6E664,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-0DD6E664,
ACTOR,ACT-54264291,0.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,ACT-54264291,
